Period,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China (People’s Republic of),Colombia,Costa Rica,Czechia,Denmark,Estonia,Euro area (20 countries),European Union (27 countries from 01/02/2020),Finland,France,G20,G7,Germany,Greece,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Mexico,NAFTA,Netherlands,New Zealand,Norway,OECD,OECD Europe,Poland,Portugal,Russia,Saudi Arabia,Slovak Republic,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,United Kingdom,United States
1975-Q4,-100,-0.059159108,0.098492453,0.087857059,-100,0.047096155,-100,-100,-100,-100,-100,0.070083492,-100,-100,-100,-0.03824038,0.055117344,-100,0.054466813,0.080949564,0.20751289,-100,0.044494238,-100,-100,-100,0.045571992,0.042728461,0.129259897,-100,-100,0.023095902,0.043954238,0.053208568,0.161485661,-100,0.073942419,0.055943899,0.06582394,-100,0.097121478,-100,-100,-100,-100,0.03338875,0.028411256,0.052053884,-0.028251517,-100,0.045878937,0.054982322
1976-Q1,-100,0.188811259,-0.014474337,0.085589456,-100,0.071550065,-100,-100,-100,-100,-100,0.102688896,-100,-100,-100,0.015009999,0.060014371,-100,0.069484313,0.036427427,0.137780104,-100,0.066745397,-100,-100,-100,0.072357712,0.034326197,0.120654271,-100,-100,0.059245822,0.042937195,0.08611955,0.007574626,-100,0.088836031,0.067288888,0.053480566,-100,0.09969931,-100,-100,-100,-100,0.053619361,0.040350277,-0.065000491,-0.003551189,-100,0.068715991,0.093060554
1976-Q2,-100,0.012539868,0.075909084,0.083243919,-100,0.089089921,-100,-100,-100,-100,-100,0.074401534,-100,-100,-100,0.021548679,0.04855013,-100,0.037325105,0.060757814,0.020733821,-100,0.081734761,-100,-100,-100,0.074281866,0.023842273,0.206602096,-100,-100,0.062691714,0.042538345,0.035692052,0.003986751,-100,0.070518706,0.041630392,0.050248658,-100,0.103294787,-100,-100,-100,-100,-0.077449315,0.046975084,0.072571328,0.020675513,-100,-0.005433937,0.029659245
1976-Q3,-100,0.032745087,0.095031972,0.035407488,-100,0.01859683,-100,-100,-100,-100,-100,0.048247036,-100,-100,-100,0.045357935,0.019051238,-100,0.033245167,0.001195288,-0.095837713,-100,0.091731035,-100,-100,-100,0.105599849,0.057437727,0.079893675,-100,-100,0.03954278,0.033239466,0.022911989,0.148987361,-100,0.053381875,0.035786596,0.041819019,-100,0.018676909,-100,-100,-100,-100,0.098620613,0.039364411,-0.021477843,0.06800906,-100,0.050573088,0.022076753
1976-Q4,-100,0.03519862,0.055589282,-0.011096982,-100,0.006478762,-100,-100,-100,-100,-100,0.02360139,-100,-100,-100,0.033791376,0.050772642,-100,0.040024319,0.076145701,0.351752935,-100,0.09602606,-100,-100,-100,0.071213197,0.004765053,0.045752602,-100,-100,0.011072783,0.023850564,0.026792008,-0.066014709,-100,0.037151693,0.038523217,0.05928986,-100,0.134614061,-100,-100,-100,-100,-0.028914558,0.031071345,-0.01839163,0.045526074,-100,0.086850637,0.029218948
1977-Q1,-100,-0.021536938,0.00748452,-0.01110843,-100,0.062779261,-100,-100,-100,-100,-100,-0.04707062,-100,-100,-100,-0.034012761,0.04495655,-100,0.045360138,0.034597771,-0.0185295,-100,0.093814956,-100,-100,-100,0.001585326,0.090402821,0.040642786,-100,-100,-0.002011464,0.023777876,0.046978443,0.049444908,-100,0.021596506,0.037066976,0.017567155,-100,0.037392454,-100,-100,-100,-100,-0.008706957,0.032068008,-0.078868452,-0.00232814,-100,0.002381935,0.048300312
1977-Q2,-100,0.057943639,0.058285623,-0.010982901,-100,0.02056887,-100,-100,-100,-100,-100,-0.002792263,-100,-100,-100,-0.004793007,0.017505603,-100,0.039559884,0.022871555,-0.138257492,-100,0.087037529,-100,-100,-100,-0.022089154,0.028450088,0.218897566,-100,-100,0.001476113,0.02318047,0.069204764,0.000547811,-100,0.02870592,0.035345417,0.002742095,-100,0.036038087,-100,-100,-100,-100,0.003848096,0.01826909,0.04104425,-0.000202727,-100,-0.027176608,0.079969016
1977-Q3,-100,-0.017003155,0.012665583,0.012576071,-100,0.023720052,-100,-100,-100,-100,-100,0.138239817,-100,-100,-100,0.024954032,0.01846421,-100,0.037631854,-0.001155697,0.014479681,-100,0.078051995,-100,-100,-100,-0.036892245,0.02754755,0.262915592,-100,-100,0.020396358,0.057032567,0.068243627,0.033424858,-100,0.035710958,0.037448829,0.009814919,-100,0.040769547,-100,-100,-100,-100,-0.01534581,0.013358267,0.005735328,0.031591369,-100,0.026713934,0.074100998
1977-Q4,-100,-0.012692683,0.095459867,0.038148266,-100,0.064908124,-100,-100,-100,-100,-100,-0.03574686,-100,-100,-100,-0.009295672,0.009161406,-100,0.028683138,0.070622286,0.264001306,-100,0.067538519,-100,-100,-100,0.034717172,0.055372276,0.159462573,-100,-100,0.042543898,0.092715021,0.014118136,0.040482502,-100,0.042578947,0.033140262,0.044904955,-100,0.028415756,-100,-100,-100,-100,0.020699003,0.026991121,-0.023465381,-0.002512404,-100,0.069566713,7.97136E-05
1978-Q1,-100,0.028647907,-0.163874455,0.037556995,-100,0.034993964,-100,-100,-100,-100,-100,-0.074156491,-100,-100,-100,0.044038674,0.056734127,-100,0.033819725,0.016586799,0.166170403,-100,0.05763799,-100,-100,-100,0.066991838,0.077735909,-0.031988907,-100,-100,0.053484422,0.090043963,0.022256664,0.010179605,-100,0.076274701,0.032884078,0.033093541,-100,0.019391995,-100,-100,-100,-100,0.067413649,0.025204913,0.066502032,-0.000503176,-100,0.037941721,0.012855196
1978-Q2,-100,0.033331468,0.077545,0.03682419,-100,0.02750506,-100,-100,-100,-100,-100,0.090017285,-100,-100,-100,0.028500426,0.068181738,-100,0.094351783,0.015949807,-0.061960647,-100,0.05083462,-100,-100,-100,0.071006394,0.039450591,0.129107825,-100,-100,0.052404696,0.087140117,0.144205461,0.007376923,-100,0.054698552,0.081537617,0.037348006,-100,0.019228353,-100,-100,-100,-100,0.079579262,0.008128729,0.063786936,0.009090851,-100,0.046665946,0.163785923
1978-Q3,-100,0.062254428,0.026564889,0.026021039,-100,0.037838815,-100,-100,-100,-100,-100,0.066485128,-100,-100,-100,0.017588935,-0.00351369,-100,0.040001126,0.053494444,-0.121255899,-100,0.046470758,-100,-100,-100,0.021215379,0.052743528,0.076471521,-100,-100,0.041915209,0.092555944,0.045757392,0.037931832,-100,0.040382848,0.03660304,0.021843155,-100,0.021640112,-100,-100,-100,-100,-0.042344264,-0.004899359,-0.079973243,0.001406894,-100,0.055801675,0.040840948
1978-Q4,-100,0.033485308,0.026872524,0.014621916,-100,0.038469628,-100,-100,-100,-100,-100,0.007970268,-100,-100,-100,0.089869584,0.034481538,-100,0.05128874,0.047590678,0.445139443,-100,0.044361575,-100,-100,-100,0.062360681,0.058983985,0.206149782,-100,-100,0.028141987,0.097536013,0.05786411,0.072122297,-100,0.004377384,0.053814845,0.04617007,-100,0.070462723,-100,-100,-100,-100,0.036905828,-0.00590651,0.06676411,0.015552122,-100,0.035536763,0.054858767
1979-Q1,-100,0.114256926,0.095921978,0.014489288,-100,0.032296712,-100,-100,-100,-100,-100,0.037427549,-100,-100,-100,0.083716165,0.034848567,-100,0.021255107,0.004955406,0.01688191,-100,0.044886127,-100,-100,-100,0.06471264,0.061178718,0.191880586,-100,-100,0.018202445,0.09417178,0.01792237,-0.182264425,-100,0.010875714,0.023928,0.012599173,-100,0.043230428,-100,-100,-100,-100,0.071874322,-0.006360611,0.085152188,0.029322089,-100,-0.011887139,0.007203128
1979-Q2,-100,-0.062641611,0.0525655,0.014275281,-100,0.054129131,-100,-100,-100,-100,-100,0.071321423,-100,-100,-100,0.098436844,0.038791551,-100,0.050734935,0.130116399,-0.022392303,-100,0.048699548,-100,-100,-100,0.029402576,0.075113828,0.03057776,-100,-100,0.013884662,0.091461021,0.017106616,0.25414945,-100,0.102384224,0.04994261,0.081306827,-100,0.087827696,-100,-100,-100,-100,0.026092708,0.006232479,0.065786986,0.022630789,-100,0.186095544,0.004276653
1979-Q3,-100,0.037822749,0.035644203,0.038706323,-100,0.029646877,-100,-100,-100,-100,-100,-0.02643296,-100,-100,-100,0.03471864,0.046513947,-100,0.021069657,3.012E-07,-0.197905263,-100,0.056203325,-100,-100,-100,0.071033741,0.030857321,-0.106196981,-100,-100,0.013861559,0.085443394,0.035846264,0.029932454,-100,0.089296463,0.01961336,0.003986626,-100,0.054247467,-100,-100,-100,-100,0.030191313,0.009654851,0.011082323,0.038155365,-100,-0.085483006,0.030044885
1979-Q4,-100,0.079377817,0.054224008,0.064580022,-100,0.027108362,-100,-100,-100,-100,-100,0.020407865,-100,-100,-100,0.048734345,0.007630012,-100,0.022983231,0.024746113,0.1985212,-100,0.062438697,-100,-100,-100,0.097532707,0.017499641,-0.059380268,-100,-100,0.014450988,0.078959013,0.018708357,0.062996864,-100,0.030230518,0.027550795,0.039455206,-100,0.085191456,-100,-100,-100,-100,0.084647784,0.014135048,0.0042804,0.062658134,-100,0.041540944,0.010039383
1980-Q1,-100,0.018067857,0.043481939,0.159206911,-100,0.028063894,-100,-100,-100,-100,-100,0.062660102,-100,-100,-100,0.068660389,0.050824327,-100,0.013395893,0.032436649,0.143473012,-100,0.062811084,-100,-100,-100,-0.007323794,0.015390129,0.035919875,-100,-100,0.011728985,0.115450368,0.024823956,-0.002313141,-100,0.166035044,0.023893506,0.025406207,-100,0.064481553,-100,-100,-100,-100,0.08474513,0.027055771,0.131106978,0.084226955,-100,-0.037609723,0.012642344
1980-Q2,-100,0.010386526,-0.041304348,-0.026384248,-100,-0.001747374,-100,-100,-100,-100,-100,-0.098125175,-100,-100,-100,-0.018599028,-0.030721144,-100,-0.04772161,-0.025504466,-0.074420611,-100,0.058737473,-100,-100,-100,0.031405185,-0.020920051,-0.02140721,-100,-100,0.006070809,0.026351106,-0.062267339,-0.072024001,-100,-0.066400891,-0.041918098,-0.030762148,-100,-0.001042676,-100,-100,-100,-100,0.078237952,0.013665599,-0.177484675,0.006231672,-100,-0.076405851,-0.079904969
1980-Q3,-100,0.021551794,0.021007819,-0.038603481,-100,-0.003319501,-100,-100,-100,-100,-100,-0.05205725,-100,-100,-100,0.214944166,0.004394432,-100,0.010087012,-0.015774711,-0.193975221,-100,0.050795677,-100,-100,-100,0.003351294,0.092652851,0.077896387,-100,-100,-0.002526567,0.08918721,0.005844486,-0.026578042,-100,-0.058540821,0.012197228,-0.005256088,-100,-0.013610956,-100,-100,-100,-100,0.0702593,-0.015766839,0.160734723,0.020538916,-100,-0.004850361,-0.004745721
1980-Q4,-100,0.070507965,0.00220401,-0.008157133,-100,0.056505133,-100,-100,-100,-100,-100,0.025676399,-100,-100,-100,-0.104350627,-0.006842147,-100,0.047085759,-0.005299834,0.166891107,-100,0.042800308,-100,-100,-100,0.034530473,0.087768753,-0.106124853,-100,-100,-0.009966117,0.120964123,0.080175167,0.096098705,-100,0.073491674,0.047306167,0.008809997,-100,0.068514861,-100,-100,-100,-100,0.009021244,0.023403265,-0.076011746,0.023328588,-100,-0.042357964,0.076709762
1981-Q1,-100,0.015695834,-0.027418665,0.000896347,-100,0.088998999,-100,-100,-100,-100,-100,0.00627016,-100,-100,-100,-0.007507252,0.013676995,-100,0.047171427,0.048450887,-0.076334442,-100,0.038337003,-100,-100,-100,-0.02262528,0.024749585,0.175046576,-100,-100,-0.011846557,0.092355363,0.082750303,-0.037981525,-100,0.070940568,0.042675854,0.008074012,-100,0.018003025,-100,-100,-100,-100,0.050613924,-0.022455829,0.024793713,-0.001574097,-100,-0.002609096,0.080710729
1981-Q2,-100,0.063030166,0.040865478,0.059604799,-100,0.044456921,-100,-100,-100,-100,-100,-0.029057159,-100,-100,-100,0.047673314,0.027688401,-100,-0.000874433,-0.009947966,-0.08565654,-100,0.038108427,-100,-100,-100,0.00782274,0.049856428,0.100179338,-100,-100,-0.008102526,0.107744166,-0.007893208,-0.001025472,-100,0.013864968,0.008897364,0.009340862,-100,0.003229259,-100,-100,-100,-100,0.090257618,-0.004421395,-0.002479396,0.046509088,-100,0.009537042,-0.029315137
1981-Q3,-100,0.083429572,-0.002775077,-0.017043269,-100,-0.03548187,-100,-100,-100,-100,-100,0.024729515,-100,-100,-100,0.019963311,0.026895265,-100,0.0248253,0.01057907,0.119066427,-100,0.04210381,-100,-100,-100,0.001853699,-0.008867031,0.177201326,-100,-100,0.000951992,0.021074875,0.038293734,-0.036075617,-100,-0.040847398,0.026021756,0.018216535,-100,-0.006826289,-100,-100,-100,-100,0.059499472,0.017906395,0.031046519,0.013965055,-100,0.044294185,0.048767379
1981-Q4,-100,-0.016274207,-0.025019694,0.010754323,-100,-0.018269559,-100,-100,-100,-100,-100,0.007487348,-100,-100,-100,0.015907384,0.023364223,-100,-0.010554646,-0.003149531,0.169962737,-100,0.042590907,-100,-100,-100,0.032863292,0.029518838,0.064243673,-100,-100,0.010890092,0.073612046,-0.027289442,0.003184563,-100,-0.000842695,-0.002190823,0.012345587,-100,0.019607305,-100,-100,-100,-100,0.025189906,-0.003987665,-0.044149923,-0.014922947,-100,0.0047815,-0.042876697
1982-Q1,-100,-0.031776028,0.083633068,0.005351658,-100,-0.044996888,-100,-100,-100,-100,-100,0.053760083,-100,-100,-100,0.025123911,0.033778379,-100,-0.013829337,0.015071258,-0.074989009,-100,0.032039547,-100,-100,-100,-0.001579988,0.06272361,0.027422334,-100,-100,0.016374138,-0.074872481,-0.061190488,0.03807958,-100,0.025382353,-0.011908999,0.015638321,-100,0.100638859,-100,-100,-100,-100,-0.036543432,0.016565863,0.011409937,-0.027402913,-100,0.007498064,-0.060712441
1982-Q2,-100,0.035803753,0.011790906,0.010819621,-100,-0.045262459,-100,-100,-100,-100,-100,0.048158875,-100,-100,-100,0.040010785,0.029206996,-100,0.012036551,-0.024397297,-0.154632343,-100,0.013034132,-100,-100,-100,-0.011318589,0.027746633,0.09729474,-100,-100,0.016770931,0.006109231,0.011593546,-0.093822125,-100,0.000344503,0.010143696,5.95613E-05,-100,-0.052710711,-100,-100,-100,-100,-0.03296123,0.015278361,0.08720656,-0.025776473,-100,0.042690795,0.018372324
1982-Q3,-100,-0.026087322,-0.002704323,0.004514554,-100,-0.035003467,-100,-100,-100,-100,-100,0.042010726,-100,-100,-100,0.044153621,-0.001741119,-100,-0.009513987,-0.038953839,-0.040316387,-100,-0.014625581,-100,-100,-100,-0.002137786,0.017595089,0.08557703,-100,-100,0.013389113,-0.028459314,-0.018442306,0.045098456,-100,-0.000986377,-0.006318892,-0.003584133,-100,0.018496384,-100,-100,-100,-100,-0.001022433,0.027201443,-0.048742397,-0.02095024,-100,0.009018548,-0.01520322
1982-Q4,-100,-0.062156218,-0.006977688,-0.025092413,-100,-0.036404082,-100,-100,-100,-100,-100,0.000798495,-100,-100,-100,0.051709445,0.024475685,-100,0.012804589,0.009618052,0.117854471,-100,-0.037919848,-100,-100,-100,-0.011580123,0.056753448,0.131943495,-100,-100,0.012231848,-0.084922387,-0.012467008,-0.081415366,-100,0.01066646,0.007846466,0.012549147,-100,0.032816531,-100,-100,-100,-100,-0.08191771,0.014174567,0.080242817,-0.012081808,-100,0.027950775,0.001601312
1983-Q1,-100,-0.038731394,0.049442804,0.000722159,-100,0.066990711,-100,-100,-100,-100,-100,0.020713119,-100,-100,-100,0.00468175,0.01563975,-100,0.038814296,0.036746561,-0.047103038,-100,-0.042745047,-100,-100,-100,0.011237788,0.002524845,0.189347883,-100,-100,0.02018055,-0.029248652,0.044532286,0.03370309,-100,0.102830164,0.032410756,0.029535771,-100,0.037422645,-100,-100,-100,-100,-0.060324478,0.014698857,-0.044494327,0.033603476,-100,0.07945832,0.053762743
1983-Q2,-100,-0.008008386,0.053380516,0.001888741,-100,0.081276823,-100,-100,-100,-100,-100,0.067295276,-100,-100,-100,0.042679437,0.001117552,-100,0.055264247,0.042780785,-0.119249938,-100,-0.028841898,-100,-100,-100,-0.004807656,0.030419032,0.129346993,-100,-100,0.036690405,-0.078035157,0.07155058,0.113164915,-100,0.03693938,0.044316163,0.021630473,-100,-0.035310039,-100,-100,-100,-100,0.016713919,0.024934193,0.031910899,0.003517594,-100,0.028062094,0.094175004
1983-Q3,-100,0.116975727,0.033961277,0.033805902,-100,0.045700541,-100,-100,-100,-100,-100,-0.050622189,-100,-100,-100,0.037282017,0.005527959,-100,0.056590695,-0.008308698,0.097589245,-100,0.003828556,-100,-100,-100,0.076595844,0.061206859,0.157025133,-100,-100,0.062630475,0.033621485,0.073789786,0.060322848,-100,0.046554601,0.05407317,0.027728183,-100,-0.05867644,-100,-100,-100,-100,0.046914624,0.005895417,0.045861481,0.020868442,-100,0.046968795,0.082387786
1983-Q4,-100,0.068024469,0.041164159,0.045446612,-100,0.050663472,-100,-100,-100,-100,-100,0.096908746,-100,-100,-100,-0.009669036,0.023619693,-100,0.063191698,0.056489649,0.139124932,-100,0.040273105,-100,-100,-100,0.091664319,0.033743831,0.02894449,-100,-100,0.083180054,0.04681806,0.078773898,-0.027769388,-100,0.00124359,0.058368712,0.046934144,-100,-0.025845297,-100,-100,-100,-100,0.105380463,0.026096237,0.083056759,0.017603171,-100,0.029945548,0.086095107
1984-Q1,-100,0.104012431,-0.051671622,0.016280722,-100,0.071100474,-100,-100,-100,-100,-100,0.052946268,-100,-100,-100,0.06465031,0.016489702,-100,0.055180123,0.053961707,-0.025506457,-100,0.060861867,-100,-100,-100,-0.007821469,0.046868963,0.187109554,-100,-100,0.082806816,0.115060188,0.083644738,0.068762981,-100,0.129716562,0.059171011,0.031688508,-100,-0.030469995,-100,-100,-100,-100,0.069617692,0.033500875,0.093377367,0.04104074,-100,0.034082283,0.080514361
1984-Q2,-100,0.046410343,-0.027940683,0.006128847,-100,0.079914646,-100,-100,-100,-100,-100,0.051684754,-100,-100,-100,0.005431818,0.018247904,-100,0.035875999,-0.061535063,-0.099596104,-100,0.062868953,-100,-100,-100,0.012940916,0.061967063,0.104090302,-100,-100,0.063966758,-0.057588483,0.056516246,-0.002355901,-100,0.020665682,0.026699395,-0.014588584,-100,-0.040735857,-100,-100,-100,-100,0.085725308,-0.012274481,-0.059181817,0.020970285,-100,-0.039496919,0.070922279
1984-Q3,-100,0.036689353,0.03730777,0.011520143,-100,0.017309231,-100,-100,-100,-100,-100,0.036989794,-100,-100,-100,0.036210348,0.026374895,-100,0.047248405,0.113462617,0.127252935,-100,0.049902789,-100,-100,-100,0.047937108,0.049786097,0.055654977,-100,-100,0.029943106,0.100437689,0.043971114,0.044478908,-100,0.099301435,0.050228308,0.057287232,-100,0.099687056,-100,-100,-100,-100,-0.064668618,0.035294353,0.053940081,0.066315863,-100,0.029725967,0.039121583
1984-Q4,-100,0.026440902,0.038556823,0.026023644,-100,0.063904016,-100,-100,-100,-100,-100,0.018734204,-100,-100,-100,0.048059261,-0.00327874,-100,0.027842591,0.034100153,0.048859974,-100,0.033182401,-100,-100,-100,0.000641929,0.006921973,0.019583147,-100,-100,0.001556894,-0.034786009,0.027877013,0.007375463,-100,0.070871265,0.024500681,0.026202763,-100,-0.009233765,-100,-100,-100,-100,0.006198864,0.005115079,0.037715277,0.034233693,-100,0.074401847,0.033237335
1985-Q1,-100,0.059166484,0.019351659,0.017216297,-100,0.062886757,-100,-100,-100,-100,-100,0.012768125,-100,-100,-100,0.027861696,0.01202914,-100,0.039668153,-0.021625222,-0.103119962,-100,0.023767522,-100,-100,-100,0.023065975,0.101685198,0.117265997,-100,-100,-0.001018497,0.075196465,0.045048866,0.014835726,-100,0.095900941,0.04037083,0.014016881,-100,0.044268596,-100,-100,-100,-100,-0.023618899,0.045392227,0.005566408,0.053206072,-100,0.038773709,0.03932617
1985-Q2,-100,0.09094638,0.006241925,0.014688686,-100,0.012928149,-100,-100,-100,-100,-100,0.065987612,-100,-100,-100,0.0458865,0.035198236,-100,0.048649775,0.040696656,0.006208698,-100,0.022767949,-100,-100,-100,0.053891414,0.083491636,0.099893616,-100,-100,0.022054701,-0.003461145,0.029518437,0.081280204,-100,-0.044897743,0.043934484,0.04328571,-100,0.039529737,-100,-100,-100,-100,-0.028769972,-0.003751878,0.042954164,0.026477797,-100,0.088511147,0.035686819
1985-Q3,-100,0.054339728,0.060713762,0.027362352,-100,0.051754931,-100,-100,-100,-100,-100,0.090078266,-100,-100,-100,0.020113496,0.021440305,-100,0.048807504,0.053122952,0.206352041,-100,0.03001344,-100,-100,-100,0.032427671,0.053378776,0.046289453,-100,-100,0.071427458,0.02525184,0.05754642,-0.038403754,-100,0.099970791,0.046275591,0.033203436,-100,-0.014875821,-100,-100,-100,-100,-0.010517424,0.042115948,0.044874364,0.006940201,-100,-0.000741119,0.062504696
1985-Q4,-100,-0.01169255,-0.016550626,0.020880268,-100,0.062392879,-100,-100,-100,-100,-100,0.078262219,-100,-100,-100,0.006753661,0.019267873,-100,0.031566,0.024215939,0.164621709,-100,0.043147001,-100,-100,-100,0.026939797,0.054205291,0.127637055,-100,-100,0.119699725,-0.010815716,0.028097,0.101510112,-100,0.032556608,0.032930724,0.029457197,-100,0.065012715,-100,-100,-100,-100,0.04346461,0.046736196,-0.039593907,0.035005399,-100,0.002359938,0.030071243
1986-Q1,-100,0.026756427,0.036258678,0.022096354,-100,-0.002025396,-100,-100,-100,-100,-100,0.035054888,-100,-100,-100,0.002416396,0.013409478,-100,0.022859547,-0.022686378,-0.231689057,-100,0.059771978,-100,-100,-100,0.025161177,0.016000981,0.079270239,-100,-100,0.134406962,-0.074927219,0.022085065,0.007089512,-100,0.088742162,0.017294167,0.012088173,-100,0.053898908,-100,-100,-100,-100,-0.046810916,0.011329472,0.083428778,0.016013172,-100,0.042514635,0.0378763
1986-Q2,-100,-0.006978291,0.049282318,0.008167945,-100,0.023188976,-100,-100,-100,-100,-100,-0.011816923,-100,-100,-100,0.017520237,0.043286569,-100,0.020660448,0.046827943,0.111435821,-100,0.07841022,-100,-100,-100,0.026124611,-0.009791395,0.16523876,-100,-100,0.117629232,-0.014857289,0.015034387,0.071114618,-100,-0.044395544,0.026211542,0.043870606,-100,0.045904906,-100,-100,-100,-100,0.027903719,0.098719674,0.020171791,0.028700002,-100,0.03590928,0.01813388
1986-Q3,-100,0.011001519,0.003262864,0.050154067,-100,0.005038929,-100,-100,-100,-100,-100,-0.001559797,-100,-100,-100,0.18607077,0.020562038,-100,0.031476583,0.02985818,-0.057170045,-100,0.101148336,-100,-100,-100,0.040526641,0.023638204,0.184195133,-100,-100,0.077567966,-0.073793664,0.02397132,0.010178887,-100,0.089560203,0.027831824,0.027033531,-100,0.021581839,-100,-100,-100,-100,0.009031834,-0.027904712,0.019705393,0.001423369,-100,0.02534497,0.03881936
1986-Q4,-100,0.068728731,0.002963545,-0.04545214,-100,-0.028642786,-100,-100,-100,-100,-100,0.014786595,-100,-100,-100,-0.072896479,0.004059828,-100,0.025956902,0.040484839,0.113263115,-100,0.114505091,-100,-100,-100,0.016525035,0.031924059,0.063868106,-100,-100,0.03639349,-0.010876278,0.014280767,-0.0500063,-100,0.018389016,0.024434966,0.031786375,-100,0.065582083,-100,-100,-100,-100,0.016901381,0.025798011,0.012202738,-0.003103666,-100,0.07925797,0.021628964
1987-Q1,-100,0.039040558,-0.03367917,0.02855509,-100,0.095711307,-100,-100,-100,-100,-100,-0.061304989,-100,-100,-100,0.031019253,0.004934746,-100,0.008961519,-0.096675565,-0.160741599,-100,0.10588072,-100,-100,-100,0.016485932,-0.00286594,0.134782762,-100,-100,0.015697547,0.024114083,0.034479001,0.009605559,-100,-0.000888598,0.01223735,-0.010722137,-100,0.074195179,-100,-100,-100,-100,0.029410207,0.08447895,0.018375766,0.001160976,-100,0.028348193,0.030005634
1987-Q2,-100,0.065245824,0.07248512,0.045193915,-100,0.052234125,-100,-100,-100,-100,-100,0.126594801,-100,-100,-100,0.071518354,0.061331546,-100,0.060754344,0.09286927,-0.073647447,-100,0.080947174,-100,-100,-100,0.061965228,0.086495707,0.213341171,-100,-100,0.017251346,0.114023925,0.051355022,0.067331258,-100,0.075107562,0.067866172,0.073118006,-100,0.065586462,-100,-100,-100,-100,0.014340609,0.061198658,0.091460637,0.031660998,-100,0.060633973,0.043829613
1987-Q3,-100,0.074344997,0.049491288,0.057083291,-100,0.062529171,-100,-100,-100,-100,-100,-0.054125221,-100,-100,-100,0.015617962,0.027315729,-100,0.046102295,0.027973576,0.012005313,-100,0.042231586,-100,-100,-100,0.011595748,0.082443942,0.039602856,-100,-100,0.038410437,0.004289316,0.034122005,0.046639679,0.02176144,-0.084237945,0.044973618,0.043327374,-100,0.063346011,-100,-100,-100,-100,0.014677213,0.085202553,0.046243017,0.047237982,-100,0.102295716,0.035140934
1987-Q4,-100,0.083216509,0.032803364,0.052633406,-100,0.052685491,-100,-100,-100,-100,-100,0.024052823,-100,-100,-100,0.081161067,0.060416289,-100,0.07046582,0.065548262,0.256876693,-100,0.004133431,-100,-100,-100,0.043739467,0.107038443,0.083932578,-100,-100,0.067842301,0.049216173,0.066893287,0.032971918,0.018324506,0.0616427,0.074257344,0.071606948,-100,0.048766938,-100,-100,-100,-100,0.050016939,0.084374887,0.012501378,0.0323134,-100,0.046292991,0.070467372
1988-Q1,-100,0.017168992,-0.039830001,0.040206783,-100,0.059565732,-100,-100,-100,-100,-100,0.039783002,-100,-100,-100,0.051915196,0.049861083,-100,0.037933941,-0.035788327,0.09534504,-100,-0.018785248,-100,-100,-100,0.060180743,0.098962521,0.345597161,-100,-100,0.091917175,-0.026747695,0.018979608,0.005262431,-0.01547904,-0.005729484,0.033366144,0.016070389,-100,0.195105764,-100,-100,-100,-100,0.061486666,0.012923904,0.019276528,0.017524974,-100,0.066413472,0.020836155
1988-Q2,-100,0.002809519,0.075451977,0.037807706,-100,0.035970307,-100,-100,-100,-100,-100,0.002203045,-100,-100,-100,0.032552704,0.034169215,-100,0.038286822,0.074509036,-0.140413417,-100,-0.024655725,-100,-100,-100,0.02565396,-0.005827112,-0.083668358,-100,-100,0.108680477,-0.012772476,0.045438339,0.030824929,-0.018625143,-0.050016649,0.02884995,0.030289326,-100,0.018324368,-100,-100,-100,-100,0.028706155,0.04983231,0.007758744,0.022326616,-100,0.021013243,0.053606405
1988-Q3,-100,0.033571522,0.068124868,0.050069832,-100,0.000594115,-100,-100,-100,-100,-100,-0.073908677,-100,-100,-100,0.050184568,0.051902067,-100,0.043354256,0.04609918,0.029915465,-100,-0.016446202,-100,-100,-100,0.05360365,0.092268834,0.131888785,-100,-100,0.12030147,0.004946047,0.019945877,0.034501138,0.009168338,0.028319725,0.04225827,0.045502194,-100,0.030855233,-100,-100,-100,-100,0.054891817,0.07409015,0.006629962,0.043758983,-100,0.050945167,0.023645608
1988-Q4,-100,0.064126348,0.048178755,0.039775274,-100,0.02773378,-100,-100,-100,-100,-100,0.102099172,-100,-100,-100,0.076084657,0.033416729,-100,0.046718923,0.047940384,0.074705959,-100,-0.002314951,-100,-100,-100,0.04861795,0.042823969,0.136680064,-100,-100,0.122290745,0.082102398,0.054920745,0.037735752,-0.034443754,0.004762709,0.047156647,0.036572584,-100,0.053820978,-100,-100,-100,-100,0.038091549,-0.00894113,0.087396806,0.07893228,-100,0.032442038,0.054373
1989-Q1,-100,0.041847015,0.033334359,0.03075611,-100,0.047025915,-100,-100,-100,-100,-100,0.045984325,-100,-100,-100,0.048646441,0.047046691,-100,0.051125291,0.042465689,0.147205732,-100,0.007968925,-100,-100,-100,0.025080677,0.112368341,0.001732226,-100,-100,0.110217839,0.077079951,0.045242783,0.062105403,0.051846118,-0.01443911,0.04992275,0.037235191,-100,0.159366618,-100,-100,-100,-100,0.025003721,0.097714447,0.006604758,0.018476917,-100,0.019513797,0.041279844
