Period,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China (People’s Republic of),Colombia,Costa Rica,Czechia,Denmark,Estonia,Euro area (20 countries),European Union (27 countries from 01/02/2020),Finland,France,G20,G7,Germany,Greece,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Mexico,NAFTA,Netherlands,New Zealand,Norway,OECD,OECD Europe,Poland,Portugal,Russia,Saudi Arabia,Slovak Republic,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,United Kingdom,United States
2001-Q1,0.006561932,0.041626483,-0.010015259,0.00225743,0.010271884,0.02270651,0.028161674,-100,-100,0.059797167,0.048218146,-0.042726336,0.058973068,0.039299933,0.035318812,0.019713994,0.018424988,0.018458003,0.013357754,0.082889663,0.05044214,0.026224467,0.002005249,0.021802421,-0.028200607,-0.0395856,0.021029899,0.030258988,0.049930768,0.095947121,0.09996005,0.066864309,0.024887193,-0.006991077,0.004347898,0.013709626,0.055218812,0.011212239,0.02078702,-0.014809038,-0.012448806,-100,-100,0.028696438,0.036066095,0.024807978,0.043359351,0.0118105,-0.006800855,-0.189776599,0.036070482,-0.013047622
2001-Q2,-0.032781833,0.03455316,-0.009680755,0.000719636,-0.015138877,0.012638904,0.039316267,-100,-100,0.007793311,0.009410217,0.019670609,0.004979841,0.005046603,0.005050457,0.004788711,0.006764093,0.018198492,0.008330538,-0.001392634,-0.010501345,0.032683379,0.130810367,0.085890315,0.04154787,-0.03565814,-0.011085484,-0.029866145,0.05297629,0.199028699,0.014380637,-0.048904147,-0.028581224,0.019159174,0.0203807,0.057562521,-0.005883242,0.005873583,-0.002577824,-0.012616082,0.039263048,-100,-100,0.042980807,0.027182362,0.020138499,0.030149752,0.004025549,0.017164368,-0.180131872,0.017780895,0.025215095
2001-Q3,-0.173281092,0.045336213,0.002709003,-0.007602937,-0.017562839,-0.002808697,-0.009370705,-100,-100,0.051604763,0.017485401,0.036399214,0.085199102,0.006057471,0.008478907,0.025527593,0.025004517,0.007670767,-0.013228031,-0.0083372,0.066459562,0.036329273,-0.082958579,0.050399886,0.000829809,-0.042161509,-0.016373427,-0.04250767,0.055111438,-0.087182172,0.082806187,0.058799147,-0.00791293,-0.014226981,0.006969655,0.030133844,0.041485962,-0.003532752,0.012311717,0.019828312,0.005866518,-100,-100,0.015284596,0.022021779,0.010672366,0.037804225,0.015324717,0.001282155,0.051019482,0.021448939,-0.015929518
2001-Q4,-0.209064227,0.050548274,0.018364533,-0.003981837,-0.018472254,0.024206782,0.025219065,-100,-100,0.019170303,0.029692091,-0.007864982,0.059988042,0.001179281,0.003183674,-0.011198735,-0.01666537,0.015394077,0.002775845,-0.003719761,0.010638123,0.030358993,0.273580318,0.095046524,0.057867004,-0.014872264,-0.007211786,-0.014119198,0.072389445,0.141216557,0.098290041,0.108841388,-0.034427409,0.007725964,0.012963156,0.060483017,0.029216634,0.005939006,0.002221568,0.001164014,0.057146966,-100,-100,0.089971125,0.033668589,0.031129856,0.027499409,0.033685424,-0.016780849,-0.065635552,0.013106838,0.011036402
2002-Q1,-0.183125453,0.030069593,0.04224199,0.034832957,0.104439353,0.05978284,0.033920509,-100,-100,0.020157287,-0.007673671,-0.001342076,0.028172717,0.006171873,0.006892142,0.026425885,0.023765557,0.032100127,0.020714675,-0.020348442,0.033084633,0.095015653,-0.236558381,0.032676954,0.049662934,0.034307474,0.009006566,0.007230441,0.105730211,-0.004966574,0.004408989,0.016832019,-0.024036194,0.030361444,-0.024184715,0.034734968,-0.021169853,0.022903346,0.014193163,0.026467168,0.007131334,-100,-100,0.012558295,0.050457067,0.044153147,0.017341863,-0.005625873,0.002935634,0.159883043,0.010450679,0.033876389
2002-Q2,0.01706761,0.072322303,0.017504279,0.034679017,0.016117614,0.023844002,0.032937522,-100,-100,0.075130498,0.020215139,-0.000396747,0.147391805,0.021488174,0.02304638,0.040156753,0.016656778,0.039650691,0.023389598,0.017445062,0.092583389,0.021227739,0.160296217,0.025184818,0.052417066,0.0014685,0.014200877,0.032304349,0.074479628,0.1705867,0.131290634,0.072197428,0.041406739,0.026166752,0.014003485,0.053958687,0.070624663,0.032038132,0.030682523,0.028775627,-0.018430662,-100,-100,0.040773948,0.008370719,0.051728567,0.033247762,0.063266883,0.010707333,0.184160639,0.019718248,0.02473443
2002-Q3,0.002983224,0.010013277,0.012987727,0.021590057,0.050506369,0.035039626,0.044290665,-100,-100,0.031475319,0.025535002,0.013671344,0.082621904,0.017080122,0.017799023,-0.009328375,0.01921761,0.033549207,0.017361016,0.019734015,0.023282354,0.036762428,-0.018510395,0.023954626,0.052338211,0.000816051,0.007196665,0.013173534,0.08335838,0.04477841,0.071918425,-0.060729542,0.039856035,0.019863102,0.006225034,0.048426244,-0.048429233,0.020932557,0.020275036,0.039179242,-0.018020926,-100,-100,0.093175954,0.041461428,0.046047618,0.024904189,0.025177715,-0.002432481,0.055789303,0.027199944,0.016359877
2002-Q4,0.041389608,0.033247518,-0.018955398,0.015038753,0.039487626,0.022151284,0.059410951,-100,-100,0.016482702,0.026924638,-0.013135963,0.029603871,0.006896484,0.007626877,0.046308763,0.00019309,0.02350234,0.00770098,-0.005558069,0.031199339,0.049741553,0.091718406,0.003133275,0.043949174,-0.000713596,0.013292167,0.010869804,0.044621971,0.172245176,0.061735773,-0.01394462,0.008408642,0.006549424,0.005999499,0.057171354,0.037972093,0.012917485,0.015710114,0.019718253,-0.029525004,-100,-100,0.026555878,0.063910849,0.033697178,0.030271214,0.006155513,-0.018469276,0.088115911,0.03146551,0.004953377
2003-Q1,0.156196237,0.00722256,0.031754639,-0.010500128,-0.012988533,0.02244134,0.058065265,-100,-100,0.052683655,0.04294105,0.021609262,0.094957768,-0.012363106,-0.008297854,-0.027964054,0.003952709,0.026555627,0.006788815,-0.058069442,0.085915104,0.030643808,0.039483386,0.093129929,0.053235444,0.05787263,-0.011919469,0.002620889,-0.026106842,0.024095114,0.18660188,-0.005105138,-0.002864155,0.019088741,0.000693947,0.024852581,0.00596336,0.008264001,-0.000170309,0.01575451,0.004209082,-100,-100,0.073146855,-0.00560574,0.02563327,0.037999074,0.048033549,-0.015732501,0.003348224,0.029374184,0.021232676
2003-Q2,0.132708513,0.018016146,0.003952949,0.008577068,-0.032503023,-0.005789044,0.043024304,-100,-100,0.047663758,0.042719042,-0.036684864,0.0958977,0.003845694,0.005190031,0.058785349,-0.010215239,0.031445755,0.023220623,0.004253048,0.072751503,0.043837858,-0.111921522,0.105243696,0.0461318,-0.020776452,-0.004236181,0.027403439,-0.006151632,0.101353989,0.060759943,0.104239964,0.007463576,0.030137821,-0.013741806,0.019354511,-0.015675069,0.020792367,0.01093056,0.069911201,-0.035079325,0.045369548,-100,0.061835143,0.023750372,0.01967835,0.021245262,-0.023964034,-0.0100171,0.013521101,0.037705578,0.035898247
2003-Q3,0.10138707,0.068588797,0.011555429,0.016460269,0.033430984,0.015038611,0.026630882,-100,-100,0.052805891,0.043450463,0.013809311,0.039929918,0.023925351,0.026116264,0.04871183,0.038918643,0.056002295,0.043478555,0.030988814,0.02532985,0.04830006,0.01920507,0.109514623,0.042566663,0.03014436,-0.002717883,0.012320011,0.079576922,0.08870088,0.117843128,0.043050788,0.001209412,0.058023128,0.003553233,0.089127576,0.047303273,0.042990015,0.032714406,0.051889176,0.035970063,0.069255958,-100,0.015673066,0.052130626,0.021884971,0.026655483,0.0596126,0.043277359,0.119019519,0.036105961,0.068206218
2003-Q4,0.077199259,0.071920524,0.005363011,0.028115806,0.042217041,0.027781752,0.021882224,-100,-100,0.043752338,0.03329378,0.076628325,0.108607165,0.027696214,0.028971377,0.007352522,0.017704839,0.056940151,0.038185614,0.011272737,0.088266959,0.040440747,0.137558679,0.137938808,0.040010552,0.026551236,0.037688939,0.044201659,0.109833336,0.051940318,0.073256642,0.159196664,0.036941366,0.044888584,0.021588435,0.053571178,0.00106184,0.043087993,0.034570542,0.029999234,0.015197754,0.074972917,-100,0.069280935,0.023970877,0.02327773,0.03453622,0.025310057,0.046998475,0.126515028,0.031940878,0.047243494
2004-Q1,0.139852875,0.029788361,0.043099469,0.061307557,0.061285669,0.029404696,0.086949996,-100,-100,0.044316499,0.043125748,0.019404038,0.096040148,0.020438203,0.025340545,0.052050368,0.040251089,0.03877746,0.020942774,-0.006978073,0.075173339,0.068706367,0.162086309,0.014659506,0.047834372,0.059814985,0.009479715,0.030097453,0.051144666,0.142270147,0.038830346,-0.025443059,0.05462226,0.026085842,0.036704124,0.070361012,0.154350902,0.030483757,0.030768779,0.094845498,0.036607867,0.077290958,-100,0.052988714,0.061214717,0.061940114,0.024560624,0.076320812,0.02190614,0.114807117,0.015293689,0.022859443
2004-Q2,-0.047245181,0.028424515,0.033143854,0.039018933,0.112474819,0.048243422,0.079142558,-100,-100,0.052911119,0.050236872,0.024028987,-0.026909429,0.024734203,0.025753973,0.034834975,0.022872452,0.046613332,0.023543125,0.020717395,-0.00074348,0.044455306,-0.042414923,0.098574336,0.048701314,0.054124011,0.013283249,-0.000114011,0.030891517,0.05351265,0.076571685,0.004709585,0.05446838,0.034674072,0.019208679,0.035437361,0.006836077,0.027934563,0.028531484,0.034004356,0.023080917,0.079344553,-100,0.026548032,0.030025111,0.057080671,0.039909528,0.014635172,0.034327201,0.096435407,0.023546159,0.031360289
2004-Q3,0.217847479,0.028444378,0.043404368,0.035341088,0.049228572,0.048138421,0.108912014,-100,-100,0.017806269,0.059514875,0.00945793,0.093568635,0.009911548,0.012442639,0.0441137,0.014810019,0.042378085,0.02567215,-0.008340761,0.054456382,0.048682431,0.200570821,0.09941027,0.049568833,0.056599622,-0.002019668,0.024988995,0.016322412,0.021041328,0.026227172,0.096839981,-0.003462794,0.035337164,0.005988933,0.012240531,-0.037722701,0.025171355,0.013520577,-0.002961784,0.001576796,0.061971647,-100,0.096226551,0.037618261,0.067026442,0.038182908,0.033590713,-0.003895822,0.04587804,0.015572501,0.038487076
2004-Q4,0.054626807,0.031376806,0.009477889,0.014339275,0.03376171,0.029182635,0.066486632,-100,-100,0.05350704,0.076748791,0.043941448,0.085768217,0.014950576,0.017963069,0.061581666,0.025891203,0.041059066,0.02400992,-0.00325681,-0.015166462,0.013729345,0.058457289,0.079743868,0.117403803,0.046739748,0.013191526,-0.007420222,0.030663774,0.099189485,0.095684376,-0.0424701,0.043516054,0.040708857,0.00874912,0.015181017,0.032897146,0.027787031,0.020903164,0.042001834,-0.011776561,0.045482623,-100,0.062746092,0.016664583,0.043406374,0.027146423,0.031919623,0.00872537,0.066496014,0.020623001,0.041437078
2005-Q1,0.119826063,0.030686539,-0.003692382,0.021216792,0.033439895,0.014081869,0.004533027,-100,-100,0.019451934,0.070613087,-0.01444027,0.072122862,0.008125402,0.009264856,0.040161652,0.011058122,0.046956086,0.027890325,-0.000350708,-0.023316921,0.038934846,-0.112030046,0.071899905,0.032837509,0.045996461,-0.010633376,0.020410236,0.034473026,0.101780837,0.089539537,-0.032702793,0.009763224,0.03958101,0.012977008,0.047358108,0.073229978,0.030395631,0.024699126,0.02920914,0.031117162,0.071778217,-100,0.05032474,0.037948898,0.041288288,0.039843922,0.020421101,0.034801374,0.197545449,0.029808235,0.045118423
2005-Q2,0.098497535,0.020140055,0.053669942,0.024179207,0.047211595,0.029225002,0.068103755,-100,0.089964758,0.039361451,0.06226731,0.081112139,0.168056604,0.025444726,0.027310607,-0.046994485,0.008655762,0.045584746,0.023389313,0.021620731,0.009546596,0.08355567,0.318646311,0.132821606,0.046601342,0.038583475,0.034151884,0.031359884,0.077646124,0.100121941,0.06527811,0.032970202,-0.001759505,0.01859455,0.028437111,0.065683085,0.017462467,0.027067404,0.028343818,0.017639725,0.014827626,0.062296401,-100,0.086679573,0.067323031,0.073737634,0.036029134,0.023213542,0.043981267,0.016993611,0.033675206,0.019851064
2005-Q3,0.022995137,0.043009314,0.025449744,0.015915397,-0.026566459,0.049363931,0.100857366,-100,-0.008410068,0.068878612,0.061366984,0.004461558,0.09929009,0.031691988,0.033158387,0.059187483,0.02707926,0.04758386,0.033680256,0.034287266,0.056805193,0.029121761,0.013730956,0.056829243,0.044809958,0.0473466,0.028811651,0.041289806,0.061586544,0.214877438,0.112326029,0.083162731,0.043049537,0.034022126,0.054809924,0.0208524,0.027755134,0.036687881,0.036104458,0.078478744,-0.018744276,0.072373403,-100,0.066982098,0.037015589,0.055670592,0.039259342,0.050987654,0.04470167,0.057686348,0.031647974,0.03172311
2005-Q4,0.07755526,0.032329006,0.035753633,0.031036348,0.057129675,0.040321948,0.048967586,-100,0.085214874,0.05853266,0.075990993,0.013051979,0.095618634,0.024907073,0.027339383,0.01154711,0.025732796,0.051005956,0.020560328,0.019455377,0.020191734,0.045589497,0.074610103,0.105015622,0.058069942,0.077666321,0.001552385,0.007409858,0.041117799,0.16173437,0.076226386,0.224023277,0.076166988,0.028434952,0.025461598,-0.015923999,0.007483837,0.030345427,0.035812217,0.071992108,0.005332026,0.085102099,-100,0.059517556,0.073720178,0.027044267,0.040663518,0.026203789,0.042763487,0.138978973,0.037966951,0.022406507
2006-Q1,0.109071311,0.005464856,0.046609397,0.024822042,0.059684367,0.0328739,0.036668543,-100,0.09389186,0.053727768,0.075526041,0.051222383,0.095105453,0.034307876,0.037856079,0.103576633,0.030253262,0.058429913,0.037180102,0.039352554,0.136837921,0.029449252,-0.009203407,0.104052841,0.053905385,0.071367793,0.006272203,0.005941349,0.067194396,-0.035667386,0.034292257,0.003392287,0.079782954,0.055520481,0.025192067,0.065271692,0.039229993,0.042107608,0.036506057,0.062247952,0.033098773,0.079489472,-100,0.098608681,0.030170185,0.072161119,0.046823225,0.063159208,0.049366619,0.046598153,0.020689232,0.054911159
2006-Q2,0.051653071,0.009287739,0.0117342,0.014273251,0.016346256,0.002001774,0.085653038,-100,0.044638045,0.100947706,0.080226773,0.124739586,0.086461236,0.045841656,0.049964632,0.009832977,0.042262064,0.044949602,0.019058515,0.070218919,0.012338704,0.061435277,0.160076743,0.058705009,0.052058044,0.065471736,0.030152236,0.00589059,0.029545911,0.21444033,0.095011193,0.01137708,0.036506252,0.012118364,0.061239384,0.016788001,0.0041372,0.027597955,0.049615746,0.096305631,0.039167356,0.079256449,-100,0.096791788,0.088774899,0.058031499,0.039602475,0.068696923,0.033304887,0.127526119,0.015608664,0.010390352
2006-Q3,0.117589903,0.060125353,0.050409507,0.03568457,0.066259598,0.011307522,0.055576131,-100,0.083742024,0.090892326,0.049477801,-0.02640713,0.094804311,0.025257361,0.026757981,0.038559979,0.006621821,0.04414823,0.007960454,0.031104914,0.019234763,0.021334383,0.005258302,0.138811216,0.066051532,-0.022495335,0.01996003,-0.007454323,0.066137993,0.143326709,0.070853222,0.019899879,0.0098557,0.006759105,0.024141639,0.024550544,0.034374728,0.015364008,0.022262805,0.066033695,-0.00450167,0.095057193,-100,0.078525738,0.070040394,0.056401245,0.037716512,0.048731812,0.027905084,-0.029800507,0.010800301,0.006011743
2006-Q4,0.088767072,0.050836592,0.039008854,0.046195902,0.051922956,0.016024624,0.088166878,-100,0.076222997,0.123009421,0.054947264,-0.010796606,0.102993147,0.046872625,0.04182071,0.031777847,0.024809652,0.057653755,0.039245626,0.061976552,0.105663739,0.039948109,0.049099451,0.07022884,0.065316872,0.059725616,0.053523316,0.055343363,0.031540641,0.194854415,0.113673389,0.059638936,0.014045473,0.031489684,0.033390146,0.033438519,0.062033124,0.039623937,0.042117935,-0.056952829,0.028785575,0.078161422,-100,0.117598633,0.093294989,0.056470642,0.038495896,0.026094184,0.052598639,0.093455947,0.021007893,0.034823729
2007-Q1,0.097362478,0.058322864,0.039799916,0.057911993,0.07290964,0.025773683,0.041678465,-100,0.066946851,0.047004383,0.070127243,0.0133174,0.139370555,0.024177404,0.029900413,0.079567983,0.031638165,0.056792553,0.015670939,0.002616044,-0.031043356,-0.051747077,0.086712482,0.116505648,0.066658692,0.084412047,-0.011079422,0.026113636,0.068662041,0.063026675,0.147573251,0.216402679,0.02736575,0.014514863,0.046621501,0.053953967,0.02207653,0.027403898,0.034100511,0.191014407,0.04275986,0.074543606,-100,0.086620049,0.068000954,0.066545859,0.037326207,0.036965347,0.020211414,0.074941739,0.038144816,0.012087837
2007-Q2,0.08690533,0.025675638,0.043786032,0.018397484,0.070759669,0.039192102,0.041292463,-100,0.043689163,0.106273847,0.032966294,-0.017794795,0.015703998,0.029349399,0.028460892,0.073862229,0.027492394,0.053282718,0.022228564,0.034392197,0.12165521,-0.002356278,0.190282592,0.10468112,0.068353424,0.060159419,0.009502475,0.001196581,0.071028789,0.085736398,0.10585857,0.091361165,0.028030703,0.026087188,0.020623477,0.037123701,-5.68917E-05,0.026573441,0.028862106,0.05443648,0.017843009,0.10483837,-100,0.10279927,0.058183183,0.033187531,0.036591193,0.022775256,0.065947128,0.00122198,0.029546044,0.024695947
2007-Q3,0.055813414,0.04585495,0.014627304,0.031243048,0.040371993,0.015071684,0.01104244,-100,0.088280638,0.047724829,0.057490898,0.038113373,0.008066987,0.017763639,0.020858761,0.037245902,0.0168367,0.040862846,0.014578832,0.020444288,-0.024692542,0.019921806,-0.024277848,0.073734513,0.064569601,0.086309524,0.006662591,-0.020514948,0.047786475,0.076061619,0.11161052,-0.029059374,0.014513114,0.021803681,0.04545496,0.03192075,0.043127585,0.020234956,0.023665406,0.071385971,0.00826547,0.091165048,-100,0.098201447,0.085323166,0.047707924,0.031054006,0.031935238,0.034712157,0.023662907,0.027114603,0.023240881
2007-Q4,0.129769207,0.017549,0.035926891,0.016331197,0.061473786,0.005267689,0.077336355,-100,0.063903638,0.076984986,0.052972968,0.040851004,-0.023798225,0.02098007,0.024955682,0.053852477,0.008854222,0.05744852,0.019414202,0.026020659,-0.019688022,0.012955107,0.20391597,0.142072522,0.03509325,0.067187971,-0.012827086,0.017198582,0.089109755,-0.044518892,0.070714386,0.032109416,0.009294881,0.022337022,0.055229291,0.005362354,0.036563895,0.028829206,0.031998429,0.053521345,0.04548587,0.134004981,-100,0.280286176,0.014289162,0.05789948,0.025449756,0.047084685,0.033748273,0.144536778,0.023895307,0.025367271
2008-Q1,0.040672105,0.042008694,0.029010693,0.017389457,0.054119576,0.00300486,0.086993456,-100,0.010473148,0.084706698,0.019067257,-0.001661404,-0.085892515,0.020819153,0.021799453,-0.004909669,0.019874059,0.030875992,0.002476537,0.025852435,0.024689252,0.042567757,-0.10125083,0.02445716,0.092797377,0.011215012,0.047877592,0.014190441,0.016193208,0.078180552,-0.019457794,0.04360054,0.00269318,-0.013654481,0.013165763,-0.018255363,-0.029034231,0.007409974,0.023627426,0.058653931,0.000306963,0.110425667,-100,-0.108888197,0.07610714,0.01690635,0.008874807,-0.032952198,0.035575831,0.086959655,0.019591943,-0.016961607
2008-Q2,0.016867211,0.01185979,0.03407132,0.002541894,0.084901798,0.014654364,0.003954673,-100,0.02022643,-0.002617035,0.029094592,-0.036400421,0.041258599,-0.014203831,-0.010614486,-0.03173342,-0.023551592,0.022852468,0.0017898,-0.00929626,-0.025344947,0.01980576,0.103581212,0.042412748,0.0594404,0.008247998,-0.039354411,-0.023662085,0.021103909,-0.133991177,0.026999884,-0.043371679,0.024862305,0.023404901,0.019849537,-0.011582459,0.001643948,0.000462792,-0.018547305,0.023063389,-0.019559124,0.025096892,-100,0.051405391,0.043099101,0.049737126,0.004634515,-0.003210191,0.046942764,-0.13456557,-0.019432777,0.024030697
2008-Q3,0.030012729,0.02813919,-0.028557229,-0.023168839,0.060424556,0.033276959,-0.032199466,-100,0.037940617,0.022850049,0.00978687,-0.023161034,0.001909235,-0.019899516,-0.017874878,0.013886421,-0.005407132,-0.006603584,-0.026697947,-0.025676308,-0.003893628,-0.009937554,-0.185217199,0.035266633,0.054141055,0.012755396,-0.048670203,-0.047304477,0.033036816,-0.152837298,-0.04887961,-0.032509921,0.005476317,-0.014418814,-0.004876976,-0.016298553,-0.006023816,-0.019504622,-0.025848244,-9.54869E-05,-0.003297149,-0.058306688,-100,0.059050257,-0.014863715,0.009591642,-0.007288501,-0.018516437,0.020320588,-0.07071807,-0.060256263,-0.020845363
2008-Q4,-0.171899453,-0.016512153,-0.085681817,-0.083971621,-0.140369789,-0.045610577,-0.031736907,-100,-0.053202761,-0.038890442,-0.076423807,-0.091165636,-0.394782294,-0.070690547,-0.070648825,-0.083106314,-0.058675692,-0.052695863,-0.081566414,-0.062235893,-0.054720484,-0.133622087,0.236446007,0.004911821,0.006846332,-0.029698022,-0.10257248,-0.096243251,-0.125025706,-0.093043866,-0.031333335,-0.139432919,-0.062958821,-0.079769046,-0.026137466,-0.026521086,0.010389134,-0.078040673,-0.072885765,0.005431057,-0.050677679,-0.123878806,-100,0.050431627,-0.136562711,-0.022576252,-0.063513646,-0.133638893,-0.117189961,-0.09779534,-0.082178114,-0.08472769
2009-Q1,-0.1355297,0.039542101,-0.067140983,-0.038365502,-0.052144387,-0.087253665,-0.019313118,-100,0.002650331,-0.098466157,-0.127460478,-0.055734104,-0.10193305,-0.11857426,-0.112578234,-0.234998458,-0.067343288,-0.061297951,-0.088789745,-0.174611519,-0.176809378,-0.152862669,-0.343241825,-0.071825712,0.055317412,0.009458167,-0.094182164,-0.179434417,0.00360433,-0.136368462,-0.423357619,-0.073410776,-0.225734001,-0.06673895,-0.136181048,-0.035397223,-0.061057369,-0.091521243,-0.111383201,0.05922639,-0.096929998,-0.13378946,-100,-0.336184377,-0.177972383,-0.060784873,-0.100026451,-0.058665708,-0.069069261,-0.208028652,-0.079194804,-0.044628038
2009-Q2,-0.095083844,0.026760662,-0.034088133,0.001913885,0.071555408,-0.042454659,-0.023091649,-100,0.036083427,0.060256704,-0.015197253,-0.075308092,-0.128297787,-0.001595564,-0.002491509,-0.017358233,0.001000102,0.042017478,0.004001069,0.006400571,0.115786428,0.002493248,-0.021524455,0.253149153,0.052628637,0.040701851,-0.023879436,0.081315647,0.054386384,-0.212199446,-0.051740683,0.050505419,-0.062256613,-0.015050107,0.000100347,-0.001580288,-0.028967203,0.007345497,0.006524463,0.00833479,0.003582331,-0.057089841,-100,0.070319507,-0.041458558,-0.01365794,-0.000178394,0.003105159,0.023654513,0.17017347,-0.013028522,-0.007126911
2009-Q3,0.171590624,0.013796654,0.020305598,0.05151756,0.097641612,0.018009993,0.048721392,-100,0.045703021,0.051906559,0.019206681,0.013902505,-0.076394083,0.015481637,0.016571354,0.037502937,0.003204071,0.049228755,0.011853044,0.022500756,-0.028703245,-0.002645942,0.090311949,0.106135636,0.063253601,0.034122463,0.022608793,-0.000479208,0.125188666,-0.186649454,0.016616778,0.088378089,0.151799263,0.026513692,0.016124914,0.01954005,0.00214002,0.024480999,0.019809153,0.028777362,0.035758712,0.016518353,-100,0.074015161,0.015143252,0.009308606,0.008576424,-0.002807876,0.056606703,0.099329579,0.002409506,0.014121871
2009-Q4,0.081462977,0.032882948,0.021437804,0.03247989,0.104589378,0.047292257,0.050116223,-100,0.044657261,0.067435554,0.002815442,0.003634493,0.018885367,0.019165544,0.01944614,-0.030522092,0.034853058,0.057462285,0.038256624,0.029761562,0.005138554,-0.003960884,-0.023820615,0.08782167,0.060359553,0.044621907,0.013913007,0.048909184,0.030211058,0.015316176,-0.042809647,0.018830793,0.088795804,0.048372456,0.024311694,0.052711588,0.001776263,0.03692306,0.022598748,0.063086992,0.001912677,0.043975471,-100,0.083978846,-0.001789167,0.026946967,-0.001408683,0.01820456,0.022224101,0.080411219,0.011934273,0.043942636
2010-Q1,0.131284734,0.018635818,-0.018660651,0.020886367,0.089224319,0.049349146,0.013002874,-100,0.027618422,0.047235087,0.027833377,0.03499289,0.056276234,0.015418192,0.014506614,0.040682545,0.010474043,0.050223925,0.025653805,0.032649347,-0.208058546,0.007364337,-0.228673256,0.108134537,0.066549003,0.068417727,0.013353819,0.04234343,0.080696081,-0.023869534,0.03116538,0.069246149,0.015679205,0.021642992,-0.007533764,0.012821403,0.084745382,0.02327972,0.01522844,-0.018655804,0.033329387,0.088321619,-100,0.083587184,-0.000134345,0.047492115,-0.000890181,0.111486036,0.038390068,-0.011747689,0.037943673,0.019521338
2010-Q2,0.183771979,0.023617107,0.053693466,0.04000056,0.050406616,0.021110811,0.142803494,-100,0.058890705,0.048244648,0.0495613,0.02762268,0.051673426,0.038869409,0.041030744,0.115139765,0.020368376,0.059265386,0.043700464,0.09316641,-0.137464371,0.0308529,0.167584264,0.099621583,0.068321371,0.064089953,0.029968334,0.049852884,0.07818516,-0.02974221,0.051250152,0.044557113,0.049019401,0.038859119,0.017674465,0.025184471,-0.034843047,0.045161365,0.046752203,0.05895195,0.022280926,0.038549014,0.112881037,0.050892602,0.056716942,0.034001618,0.006264244,0.085697779,0.029053321,0.160917306,0.04431344,0.039268811
2010-Q3,0.022500074,0.028283053,0.042177203,0.016790668,0.035973954,0.028297113,0.097253445,-100,0.037359259,0.066845468,0.029817632,0.064938601,0.059930976,0.018041269,0.019289502,-0.016328184,0.024521743,0.05183246,0.035742688,0.033558676,-0.124665802,0.030673396,-0.0598435,0.123585969,0.06164529,0.047176094,0.020022329,0.075112582,0.047015501,-0.014385364,0.017810907,-0.053590897,0.035744427,0.031434619,0.017790426,-0.009205551,-0.079779344,0.034212549,0.025535585,0.048667842,0.003357541,0.021105515,0.048710524,0.047131465,0.016197561,0.036088203,-0.001940198,0.050906815,0.018856126,0.115519814,0.022270206,0.031201978
2010-Q4,0.048245092,0.0354019,0.044851456,0.020363118,0.05587091,0.045632798,0.04845084,-100,0.096750687,0.02744536,0.017892229,-0.008971643,0.086731189,0.02393553,0.025759763,0.086688417,0.024775545,0.045509473,0.014121532,0.032836362,-0.022238442,-0.004834726,0.167694872,0.096125528,0.065460962,0.06541624,0.020710238,-0.033504651,0.049672065,0.038921702,0.098123705,0.024549944,0.032637734,0.024117216,0.045896,-0.021269836,0.095952485,0.02265998,0.030385539,0.044441511,-0.007738927,0.05123517,0.263059112,0.02792985,0.024869484,0.0377543,0.00209248,0.061487872,0.032276876,0.12652274,0.003503118,0.021170435
2011-Q1,0.099023018,-0.011086228,0.032107909,0.019394268,0.06030269,0.030813608,0.047447832,0.095222948,0.076359818,0.020856615,0.02318801,0.008742761,0.083598582,0.034566726,0.03515883,0.022525445,0.043005995,0.036245693,0.003918665,0.079611358,-0.153550083,0.048921943,-0.175894003,0.075260998,0.059418749,0.073323786,0.020096847,-0.041206126,0.037850926,-0.052537966,0.078724722,0.051914359,0.026533023,-0.002930055,0.023285764,0.044322491,0.009284588,0.011229122,0.034118969,0.06188672,-0.026169916,0.04701315,0.107235101,0.012185605,0.0296554,0.039977787,-0.00598897,0.016838087,0.022762715,0.093248308,0.010254769,-0.00945449
2011-Q2,0.048541834,0.049123561,0.0135193,0.008313392,0.03553358,0.007280509,0.058722719,0.095222948,0.055517196,0.09367165,0.012708588,0.04069917,0.078582157,0.000494172,0.004565315,-0.00694211,-0.000763365,0.034857801,0.009533092,0.003793604,-0.066311469,-0.007946958,0.123239105,0.049353994,0.059408397,0.032563075,0.003330179,-0.033537495,0.019776641,0.143731084,0.058034301,-0.041211384,0.018138285,0.024887556,-0.00357114,0.017725668,-0.013622266,0.014891199,0.012428711,0.050665127,-0.017046555,0.038449921,0.072286076,0.027967808,-0.022847546,0.022575513,-0.012351276,0.014456408,0.024295387,0.114521064,0.004617328,0.027339191
